                           stepid  dayscons_ade dayscons_weeks_ade
mangenc              0.8653882894  0.9101689891  0.913662483  0.891428794
mangenp              0.8602262794  0.9048596847  0.908342666  0.886174575
hypogenc             0.8640858822  0.9088293008  0.912320132  0.890103060
hypogenp             0.8576921534  0.9022537122  0.905731573  0.883595425
mansubc              0.8576921534  0.9022537122  0.905731573  0.883595425
mansubp              0.7801482255  0.8156580292  0.818983844  0.797791501
hyposubc             0.8602262794  0.9048596847  0.908342666  0.886174575
hyposubp             0.7869883775  0.8249322020  0.828272276  0.806992006
anxdisc              0.8357506572  0.8793270974  0.882729334  0.861072849
anxdisp              0.8174294955  0.8605120983  0.863879519  0.842439662
anxsubc              0.8519806552  0.8960094750  0.899443838  0.877587111
anxsubp              0.8444488615  0.8855856980  0.888999856  0.867269100
pdnoagc              0.7312841904  0.7674769244  0.770669622  0.750317621
pdnoagp              0.6639381147  0.6902737292  0.695441992  0.675331505
pdagorc              0.6859659570  0.7026795496  0.705839698  0.687669789
pdagorp              0.6210230451  0.6357778558  0.640730982  0.623835853
agorc                0.7062299682  0.7420702172  0.747490903  0.727288059
agorp                0.6642746760  0.6941927733  0.699378606  0.681323561
phobiac              0.6184897444  0.6428640790  0.647833220  0.635437527
phobiap              0.5983907443  0.6160477769  0.621002888  0.611174509
ocdcur               0.6683549851  0.6963058209  0.697358761  0.681409710
ocdc                 0.6727017298  0.7008972852  0.701994473  0.685980621
ocdpast              0.6286468672  0.6524800681  0.653759762  0.639084836
ocdp                 0.6366268526  0.6608902374  0.662211783  0.647376498
ocdgenc              0.8485851477  0.8923479090  0.895760778  0.874041831
ocdgenp              0.8523257717  0.8963717449  0.899807440  0.877942241
ocdsubc              0.8485851477  0.8923479090  0.895760778  0.874041831
ocdsubp              0.8485445475  0.8924848732  0.895913062  0.874094656
ptsdcur              0.6755078023  0.6902774556  0.695482754  0.685254822
ptsdc                0.6831639674  0.6992583251  0.704357377  0.693627741
ptsdpast             0.5933811282  0.6070278841  0.611955473  0.600245145
ptsdp                0.6075220550  0.6224301979  0.627323212  0.615159392
alcdepc              0.6904684083  0.7222555370  0.721506608  0.700812730
alcdepp              0.5964594807  0.6197387016  0.624814043  0.608516624
alcabusc             0.6630301009  0.7001275333  0.699459250  0.682711354
alcabusp             0.5865774535  0.6112984295  0.613703387  0.596157733
drugdepc             0.7227683365  0.7515325478  0.752607615  0.732173198
drugdepp             0.6121874567  0.6314342631  0.634767015  0.616519041
drugabc              0.6995845044  0.7281652399  0.727200645  0.709080598
drugabp              0.5959136129  0.6220472589  0.628551442  0.607674418
psychp               0.8717496046  0.9028696858  0.906541816  0.883143883
bpsychp              0.9362007499  0.9751456684  0.978959561  0.954677363
ipsychp              0.6416885367  0.6719147713  0.677051769  0.666043733
psychc               0.9177908491  0.9639992940  0.967803735  0.943577278
bpsychc              0.9412892687  0.9803230925  0.984147929  0.959797260
ipsychc              0.7960145344  0.8372377011  0.840805975  0.820155268
schizc               0.9311977039  0.9803070016  0.984145725  0.959704826
schizp               0.9274434265  0.9764389859  0.980269494  0.955880002
schaffc              0.9324574763  0.9713377458  0.975143647  0.950911429
schaffp              0.9215872447  0.9602835308  0.964066526  0.939977505
schphrc              0.9412892687  0.9803230925  0.984147929  0.959797260
schphrp              0.9412892687  0.9803230925  0.984147929  0.959797260
deldisc              0.9412892687  0.9803230925  0.984147929  0.959797260
deldisp              0.9387308844  0.9777198632  0.981539185  0.957223018
psygenc              0.9425792067  0.9816357516  0.985463377  0.961095256
psygenp              0.9362007499  0.9751456684  0.978959561  0.954677363
psysubc              0.9400065151  0.9790178174  0.982839886  0.958506535
psysubp              0.8845117721  0.9179848815  0.921684725  0.898114425
psynosc              0.9615149811  0.9614852268  0.967857272  0.946184190
psynosp              1.0000000000  0.9249748877  0.931154959  0.909821441
moodnosp             0.9249748877  1.0000000000  0.980343845  0.955909278
deppsyc              0.9311549592  0.9803438447  1.000000000  0.975040064
deppsyp              0.9098214410  0.9559092775  0.975040064  1.000000000
bulpurgc             0.8188131655  0.8625438346  0.865966522  0.844168649
bulpurgp             0.7210313140  0.7566271160  0.759908803  0.738973159
bulnonpc             0.8516114386  0.8911295018  0.894603387  0.872487417
bulnonpp             0.8264835721  0.8655198999  0.868947727  0.847117976
anbingec             0.8688400138  0.9140878251  0.917620117  0.895136364
anbingep             0.8245300979  0.8635306740  0.866955060  0.845146651
anrestrc             0.8713848868  0.9140878251  0.917620117  0.895136364
anrestrp             0.7902565089  0.8333829439  0.836765628  0.815212830
genanxc              0.6231664562  0.6391681105  0.642442132  0.626338118
genanxp              0.6030849403  0.6168064088  0.618682072  0.605823613
ganxgenc             0.8623238650  0.9070315458  0.910520042  0.888317228
ganxgenp             0.8598744686  0.9045136895  0.907997321  0.885824832
gadsubc              0.8584353144  0.9083017713  0.911792731  0.889574557
gadsubp              0.8559887178  0.9057688746  0.909254928  0.887067342
addkidc              0.6283031910  0.6607813603  0.662789080  0.647984771
addkidp              0.6545096504  0.6897249844  0.691944450  0.675727081
addadltc             0.6591578393  0.6880281937  0.689250364  0.671091653
addadltp             0.6358996063  0.6606187285  0.661995079  0.643521148
                         bulpurgc     bulpurgp      bulnonpc      bulnonpp
stepid               0.0028664881  0.009881036  1.906012e-02  0.0192475468
dayscons_ade         0.0534410891  0.044259328  4.884388e-02  0.0486410864
dayscons_weeks_ade   0.0503895085  0.041375654  4.674855e-02  0.0461017018
dayscons_mini        0.1908049825  0.162061432  2.010249e-01  0.1938166253
dayscons_weeks_mini  0.3232714710  0.278364831  3.400670e-01  0.3291890215
dayscons_x           0.0054040942  0.025178334  4.058162e-03  0.0090517576
dayscons_weeks_x     0.0266477664  0.050280173  2.463501e-02  0.0310483742
dayscons_y           0.0771332951  0.059577360  7.180228e-02  0.0770677616
dayscons_weeks_y     0.0771793229  0.059626922  7.181580e-02  0.0770802147
certcode_ade        -0.1017791275 -0.095589308 -9.329497e-02 -0.0990095342
certcode_mini        0.3911804182  0.337733908  4.151098e-01  0.3954422584
certcode             0.0095950463 -0.003164314  1.137242e-02  0.0115443939
deprmd              -0.0687986535 -0.061792725 -7.970203e-02 -0.0804733512
depsleep            -0.0016370347 -0.003802286  8.405750e-03  0.0081917985
depsleepcat          0.0062840751 -0.003066242  1.265356e-02  0.0062620473
depinter             0.0397165421  0.027786726  4.665277e-02  0.0368514626
depguilt             0.0051938765  0.017807825 -2.053879e-02 -0.0137849176
depenerg             0.0159642807  0.006824374  2.030360e-02  0.0120670850
depconcn             0.0169500560 -0.010208726  2.435978e-02  0.0187239432
depappet             0.0333543227  0.026284274  1.847490e-02  0.0142196590
deppmr              -0.0045147556  0.004112772 -5.060869e-03  0.0076116547
dage1st              0.0372571408  0.009848652  4.724751e-02  0.0384537282
dage1stcat           0.0323247360  0.021502737  3.229328e-02  0.0344132109
mage1st              0.0468570421  0.017319823  6.014325e-02  0.0514284314
mage1stcat           0.0456886501  0.018610052  5.942124e-02  0.0542291747
depsi               -0.0006800227  0.013841710 -9.026241e-03  0.0005842151
depsicat            -0.0339291564 -0.026039691 -3.749131e-02 -0.0389660021
depsev              -0.0101920310  0.005911979 -1.472169e-02 -0.0069988381
depse                0.0313146296 -0.002059345  3.367053e-02  0.0274280334
depdist             -0.0130281276  0.008526863 -2.400215e-02 -0.0202593787
deppma              -0.0393848491 -0.011302402 -5.363205e-02 -0.0476491181
elvselfe            -0.0456857383 -0.056696621 -3.053447e-02 -0.0324321034
elvsleep             0.0064342628  0.003607840  4.678806e-05 -0.0053627417
elvtalk             -0.0003791344  0.003454957 -1.848727e-02 -0.0115193667
elvfoi              -0.0302833205 -0.012367392 -4.539541e-02 -0.0332228619
elvdistr            -0.0355066692 -0.010149995 -4.496355e-02 -0.0368161649
elvgdact            -0.0021911547  0.002363132 -2.235806e-02 -0.0152726164
elvhrb              -0.0057438748  0.011543504 -2.249763e-02 -0.0121309023
elvpma              -0.0225746759  0.003082422 -3.472760e-02 -0.0287226902
majdepc              0.5865570007  0.523882848  6.037497e-01  0.5913879125
majdepp              0.8258974501  0.729784858  8.565849e-01  0.8338058856
moodgenc             0.8684791462  0.763063441  8.974837e-01  0.8714995054
moodgenp             0.8575255462  0.756962334  8.863559e-01  0.8605283409
moodsubc             0.8748871673  0.769777592  9.038657e-01  0.8779040794
moodsubp             0.8403251852  0.743070473  8.740744e-01  0.8509711375
manicc               0.7324797500  0.645513757  7.574722e-01  0.7331738765
hmanicc              0.7060754695  0.620730385  7.369704e-01  0.7254746527
manicp               0.6493620069  0.566637350  6.738404e-01  0.6516495276
hmanicp              0.5872418498  0.522266807  6.114203e-01  0.5985406508
typeiic              0.6230558495  0.551699664  6.399306e-01  0.6276154539
typeiip              0.5957056113  0.525652556  6.133698e-01  0.5972001595
clinstat             0.0073562942 -0.010063838  1.717674e-02  0.0118970447
manlast              0.0018863694  0.013699818 -2.973043e-03 -0.0023677959
deppast              0.0735129091  0.079503259  6.211747e-02  0.0656736184
mangenc              0.8814683066  0.773796750  9.105544e-01  0.8844960789
mangenp              0.8761873889  0.771020598  9.051870e-01  0.8792064344
hypogenc             0.8801359209  0.772528059  9.092001e-01  0.8831614822
hypogenp             0.8735947999  0.766295835  9.025523e-01  0.8766095974
mansubc              0.8735947999  0.766295835  9.025523e-01  0.8766095974
mansubp              0.7918982547  0.699085019  8.222557e-01  0.7995385750
hyposubc             0.8788670948  0.771020598  9.051870e-01  0.8792064344
hyposubp             0.8036388575  0.712336964  8.242989e-01  0.8017721641
anxdisc              0.8722393126  0.763838580  9.014345e-01  0.8752797201
anxdisp              0.8529405419  0.745423266  8.818274e-01  0.8559498586
anxsubc              0.8893295943  0.780098009  9.188087e-01  0.8923986930
anxsubp              0.8786531383  0.769945661  9.079538e-01  0.8817041923
pdnoagc              0.7667413277  0.683236721  7.991884e-01  0.7741949110
pdnoagp              0.6886554018  0.615127419  7.180003e-01  0.6954326717
pdagorc              0.6996140202  0.631492349  7.208230e-01  0.7084696722
pdagorp              0.6410929371  0.586911661  6.601515e-01  0.6526249030
agorc                0.7510265832  0.658416661  7.720570e-01  0.7517460342
agorp                0.7049971390  0.622097472  7.203785e-01  0.7039260228
phobiac              0.6515774604  0.580202271  6.716282e-01  0.6612697226
phobiap              0.6237008453  0.562112768  6.445691e-01  0.6343618042
ocdcur               0.6974866107  0.622844164  7.165581e-01  0.6942973753
ocdc                 0.7096702211  0.633438230  7.292033e-01  0.7066494335
ocdpast              0.6584991107  0.605323853  6.712879e-01  0.6541453911
ocdp                 0.6737230253  0.618382262  6.871282e-01  0.6695245032
ocdgenc              0.8856986715  0.777214790  9.149902e-01  0.8887480337
ocdgenp              0.8895682155  0.780313959  9.190537e-01  0.8926379791
ocdsubc              0.8856986715  0.777214790  9.149902e-01  0.8887480337
ocdsubp              0.8855873011  0.776527333  9.150065e-01  0.8886503636
ptsdcur              0.6906988523  0.613439106  6.996854e-01  0.6856384583
